object_id,trap_type,attractant_used,trap_id,latitude,longitude,address,town,state,county,trap_site,trap_set,set_time_day,trap_collected,collected_time_day,genus,species,life_stage,eggs_collected,larvae_collected,pupae_collected,females_collected,males_collected,unknown_collected,report_date
1565,Gravid Trap,Hay or grass infusion,6B,38.888979,-77.00092,326 A St. SE,Washington,DC,District of Columbia,Residential,2016/08/02 04:00:00+00,Morning,2016/08/04 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,2,0,0,2017/12/07 22:02:00+00
1566,Gravid Trap,Lure and grass infusion,6A,38.888979,-77.00092,326 A St. SE,Washington,DC,District of Columbia,Residential,2017/07/26 04:00:00+00,Morning,2017/07/27 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,2,0,0,2017/09/21 22:09:00+00
1567,ABC Trap,CO2 with light,6A,38.888979,-77.00092,326 A St. SE,Washington,DC,District of Columbia,Residential,2017/09/27 04:00:00+00,Morning,2017/09/28 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,4,1,0,2017/10/24 13:53:00+00
1568,ABC Trap,CO2 with light,6A,38.888979,-77.00092,326 A St. SE,Washington,DC,District of Columbia,Residential,2017/08/30 04:00:00+00,Morning,2017/08/31 04:00:00+00,Afternoon,Aedes,aegypti,Adult,No,No,No,13,0,0,2017/09/11 21:22:00+00
1569,ABC Trap,CO2 with light,6A,38.888979,-77.00092,326 A St. SE,Washington,DC,District of Columbia,Residential,2017/06/14 04:00:00+00,Morning,2017/06/15 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,7,3,0,2017/09/19 18:57:00+00
1570,ABC Trap,CO2 with light,6A,38.888979,-77.00092,326 A St. SE,Washington,DC,District of Columbia,Residential,2017/05/31 04:00:00+00,Morning,2017/06/01 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,4,1,0,2017/09/18 21:54:00+00
1571,ABC Trap,CO2 with light,6A,38.888979,-77.00092,326 A St. SE,Washington,DC,District of Columbia,Residential,2017/08/23 04:00:00+00,Morning,2017/08/24 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,3,0,0,2017/09/11 19:58:00+00
1572,BGS Trap,Lure,2C,38.887771,-77.042323,Homefront Dr. SW,Washington,DC,District of Columbia,DC War Memorial,2018/09/04 04:00:00+00,Morning,2018/09/05 04:00:00+00,Morning,Aedes,sp.,Adult,No,No,No,3,3,0,2018/10/05 13:36:00+00
1573,BGS Trap,Lure,2C,38.887771,-77.042323,Homefront Dr. SW,Washington,DC,District of Columbia,DC War Memorial,2018/08/14 04:00:00+00,Morning,2018/08/15 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,3,2,0,2018/09/24 17:27:00+00
1574,BGS Trap,Lure,2C,38.887771,-77.042323,Homefront Drive SW,Washington,DC,District of Columbia,DC War Memorial,2018/10/23 04:00:00+00,Morning,2018/10/24 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,3,0,0,2018/11/05 15:20:00+00
1575,BGS Trap,Lure,2C,38.887771,-77.042323,Homefront Dr. SW,Washington,DC,District of Columbia,DC War Memorial,2018/06/26 04:00:00+00,Morning,2018/06/27 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,5,4,0,2018/07/09 16:34:00+00
1576,BGS Trap,Lure,2C,38.887771,-77.042323,Homefront Drive SW,Washington,DC,District of Columbia,DC War Memorial,2018/06/12 04:00:00+00,Morning,2018/06/13 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,3,1,0,2018/06/25 20:15:00+00
1577,BGS Trap,Lure,2C,38.887771,-77.042323,Homefront Dr. SW,Washington,DC,District of Columbia,DC War Memorial,2018/07/24 04:00:00+00,Morning,2018/07/25 04:00:00+00,Morning,Aedes,aegypti,Adult,No,No,No,3,0,0,2018/08/31 13:47:00+00
1578,BGS Trap,Lure,2C,38.887771,-77.042323,Homefront Drive SW,Washington,DC,District of Columbia,DC War Memorial,2018/06/12 04:00:00+00,Morning,2018/06/13 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,3,0,0,2018/06/25 20:16:00+00
1579,BGS Trap,Lure,2C,38.887771,-77.042323,Home Front Drive SW,Washington,DC,District of Columbia,DC War Memorial,2018/05/29 04:00:00+00,Morning,2018/05/30 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,2,0,0,2018/06/18 20:17:00+00
1580,BGS Trap,Lure,2C,38.887771,-77.042323,Homefront Drive SW,Washington,DC,District of Columbia,DC War Memorial,2018/09/11 04:00:00+00,Morning,2018/09/12 04:00:00+00,Morning,Aedes,sp.,Adult,No,No,No,9,1,0,2018/10/05 15:24:00+00
1581,BGS Trap,Lure,2C,38.887771,-77.042323,Homefront Drive SW,Washington,DC,District of Columbia,DC War Memorial,2018/09/25 04:00:00+00,Morning,2018/09/26 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,4,1,0,2018/10/05 17:17:00+00
1582,BGS Trap,Lure,2C,38.887771,-77.042323,Homefront Drive SW,Washington,DC,District of Columbia,DC War Memorial,2018/10/09 04:00:00+00,Morning,2018/10/10 04:00:00+00,Morning,Aedes,sp.,Adult,No,No,No,2,5,0,2018/10/12 13:14:00+00
1583,BGS Trap,Lure,2C,38.887771,-77.042323,Homefront Drive SW,Washington,DC,District of Columbia,DC War Memorial,2018/09/18 04:00:00+00,Morning,2018/09/19 04:00:00+00,Morning,Aedes,sp.,Adult,No,No,No,5,0,0,2018/10/05 16:51:00+00
1584,BGS Trap,Lure,2C,38.887771,-77.042323,Homefront Drive SW,Washington,DC,District of Columbia,DC War Memorial,2018/08/28 04:00:00+00,Morning,2018/08/29 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,2,4,0,2018/09/24 19:20:00+00
1585,BGS Trap,Lure,2C,38.887771,-77.042323,Homefront Dr. SW,Washington,DC,District of Columbia,DC War Memorial,2018/07/02 04:00:00+00,Morning,2018/07/03 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,3,0,0,2018/07/09 18:16:00+00
1586,BGS Trap,Lure,2C,38.887771,-77.042323,Homefront Drive SW,Washington,DC,District of Columbia,DC War Memorial,2018/09/25 04:00:00+00,Morning,2018/09/26 04:00:00+00,Morning,Aedes,sp.,Adult,No,No,No,2,0,0,2018/10/05 17:17:00+00
1587,BGS Trap,Lure,2C,38.887771,-77.042323,Homefront Drive SW,Washington,DC,District of Columbia,DC War Memorial,2018/10/30 04:00:00+00,Morning,2018/10/31 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,2,0,0,2018/11/05 15:35:00+00
1588,BGS Trap,Lure,2C,38.887771,-77.042323,Home Front Drive SW,Washington,DC,District of Columbia,DC War Memorial,2018/05/29 04:00:00+00,Morning,2018/05/30 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,3,14,0,2018/06/18 20:18:00+00
1589,Gravid Trap,Hay or grass infusion,2D,38.887646,-77.047678,7 Daniel French Drive SW,Washington,DC,District of Columbia,Korean War Memorial,2018/06/12 04:00:00+00,Morning,2018/06/13 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,10,0,0,2018/06/25 20:19:00+00
1590,BGS Trap,Lure,2D,38.887646,-77.047678,7 Daniel French Dr. SW,Washington,DC,District of Columbia,Korean War Memorial,2018/10/09 04:00:00+00,Morning,2018/10/10 04:00:00+00,Morning,Culex,restuans,Adult,No,No,No,5,3,0,2018/10/12 13:17:00+00
1591,BGS Trap,Lure,2D,38.887646,-77.047678,7 Daniel French Drive,Washington,DC,District of Columbia,Korean War Memorial,2018/06/05 04:00:00+00,Morning,2018/06/06 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,3,1,0,2018/06/25 19:35:00+00
1592,Gravid Trap,Hay or grass infusion,2D,38.887646,-77.047678,7 Daniel French Drive SW,Washington,DC,District of Columbia,Korean War Memorial,2018/06/19 04:00:00+00,Morning,2018/06/20 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,96,95,0,2018/06/25 21:08:00+00
1593,BGS Trap,Lure,2D,38.887646,-77.047678,"7 Daniel French Drive, SW",Washington,DC,District of Columbia,Korean War Memorial,2018/10/16 04:00:00+00,Morning,2018/10/17 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,2,3,0,2018/11/05 15:04:00+00
1594,Gravid Trap,Hay or grass infusion,2D,38.887646,-77.047678,7 Daniel French Dr. SW,Washington,DC,District of Columbia,Korean War Memorial,2018/07/10 04:00:00+00,Morning,2018/07/11 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,139,221,0,2018/07/16 20:22:00+00
1595,BGS Trap,Lure,2D,38.887646,-77.047678,7 Daniel French Dr. SW,Washington,DC,District of Columbia,Korean War Memorial,2018/10/30 04:00:00+00,Morning,2018/10/31 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,3,0,0,2018/11/05 15:37:00+00
1596,BGS Trap,Lure,2D,38.887646,-77.047678,7 Daniel French Dr. SW,Washington,DC,District of Columbia,Korean War Memorial,2018/07/02 04:00:00+00,Morning,2018/07/03 04:00:00+00,Morning,Aedes,aegypti,Adult,No,No,No,2,6,0,2018/07/09 18:27:00+00
1597,BGS Trap,Lure,2D,38.887646,-77.047678,7 Daniel French Drive SW,Washington,DC,District of Columbia,Korean War Memorial,2018/07/17 04:00:00+00,Morning,2018/07/18 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,2,6,0,2018/08/24 18:13:00+00
1598,Gravid Trap,Hay or grass infusion,2D,38.887646,-77.047678,7 Daniel French Dr. SW,Washington,DC,District of Columbia,Korean War Memorial,2018/07/02 04:00:00+00,Morning,2018/07/03 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,98,127,0,2018/07/09 18:20:00+00
1599,BGS Trap,Lure,2D,38.887646,-77.047678,7 Daniel French Dr. SW,Washington,DC,District of Columbia,Korean War Memorial,2018/08/21 04:00:00+00,Morning,2018/08/22 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,3,0,0,2018/09/24 18:50:00+00
1600,Gravid Trap,Hay or grass infusion,2D,38.887646,-77.047678,7 Daniel French Dr. SW,Washington,DC,District of Columbia,Korean War Memorial,2018/08/07 04:00:00+00,Morning,2018/08/08 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,62,84,0,2018/09/24 16:34:00+00
1601,Gravid Trap,Hay or grass infusion,2D,38.887646,-77.047678,7 Daniel French Dr. SW,Washington,DC,District of Columbia,Korean War Memorial,2018/08/28 04:00:00+00,Morning,2018/08/29 04:00:00+00,Morning,Culex,restuans,Adult,No,No,No,4,7,0,2018/09/24 19:22:00+00
1602,Gravid Trap,Hay or grass infusion,2D,38.887646,-77.047678,7 Daniel French Dr. SW,Washington,DC,District of Columbia,Korean War Memorial,2018/08/14 04:00:00+00,Morning,2018/08/15 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,3,0,0,2018/09/24 17:31:00+00
1603,BGS Trap,Lure,2D,38.887646,-77.047678,7 Daniel French Dr. SW,Washington,DC,District of Columbia,Korean War Memorial,2018/08/28 04:00:00+00,Morning,2018/08/29 04:00:00+00,Morning,Culex,restuans,Adult,No,No,No,2,20,0,2018/09/24 19:23:00+00
1604,Gravid Trap,Hay or grass infusion,2D,38.887646,-77.047678,7 Daniel French Dr. SW,Washington,DC,District of Columbia,Korean War Memorial,2018/08/21 04:00:00+00,Morning,2018/08/22 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,35,57,0,2018/09/24 18:49:00+00
1605,BGS Trap,Lure,2D,38.887646,-77.047678,7 Daniel French Dr. SW,Washington,DC,District of Columbia,Korean War Memorial,2018/09/04 04:00:00+00,Morning,2018/09/05 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,11,42,0,2018/10/05 13:41:00+00
1606,BGS Trap,Lure,2D,38.887646,-77.047678,7 Daniel French Dr. SW,Washington,DC,District of Columbia,Korean War Memorial,2018/06/26 04:00:00+00,Morning,2018/06/27 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,2,1,0,2018/07/09 16:43:00+00
1607,Gravid Trap,Hay or grass infusion,2D,38.887646,-77.047678,7 Daniel French Dr. SW,Washington,DC,District of Columbia,Korean War Memorial,2018/08/14 04:00:00+00,Morning,2018/08/15 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,14,17,0,2018/09/24 17:30:00+00
1608,BGS Trap,Lure,2D,38.887646,-77.047678,7 Daniel French Dr. SW,Washington,DC,District of Columbia,Korean War Memorial,2018/07/02 04:00:00+00,Morning,2018/07/03 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,13,21,0,2018/07/09 18:26:00+00
1609,Gravid Trap,Hay or grass infusion,2D,38.887646,-77.047678,7 Daniel French Dr. SW,Washington,DC,District of Columbia,Korean War Memorial,2018/07/24 04:00:00+00,Morning,2018/07/25 04:00:00+00,Morning,Aedes,sp.,Adult,No,No,No,2,0,0,2018/08/31 13:51:00+00
1610,Gravid Trap,Hay or grass infusion,2D,38.887646,-77.047678,7 Daniel French Dr. SW,Washington,DC,District of Columbia,Korean War Memorial,2018/07/31 04:00:00+00,Morning,2018/08/01 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,21,42,0,2018/08/31 14:31:00+00
1611,Gravid Trap,Hay or grass infusion,2D,38.887646,-77.047678,7 Daniel French Drive,Washington,DC,District of Columbia,Korean War Memorial,2018/06/05 04:00:00+00,Morning,2018/06/06 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,7,5,0,2018/06/25 19:34:00+00
1612,Gravid Trap,Hay or grass infusion,2D,38.887646,-77.047678,7 Daniel French Drive SW,Washington,DC,District of Columbia,Korean War Memorial,2018/06/19 04:00:00+00,Morning,2018/06/20 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,4,0,1,2018/06/25 21:08:00+00
1613,Gravid Trap,Hay or grass infusion,2D,38.887646,-77.047678,7 Daniel French Drive,Washington,DC,District of Columbia,Korean War Memorial,2018/05/29 04:00:00+00,Morning,2018/05/30 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,7,13,0,2018/06/18 20:21:00+00
1614,Gravid Trap,Hay or grass infusion,2D,38.887646,-77.047678,7 Daniel French Drive SW,Washington,DC,District of Columbia,Korean War Memorial,2018/07/17 04:00:00+00,Morning,2018/07/18 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,241,455,0,2018/08/24 18:11:00+00
1615,BGS Trap,Lure,2D,38.887646,-77.047678,7 Daniel French Dr. SW,Washington,DC,District of Columbia,Korean War Memorial,2018/08/07 04:00:00+00,Morning,2018/08/08 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,6,13,0,2018/09/24 16:35:00+00
1616,Gravid Trap,Hay or grass infusion,2D,38.887646,-77.047678,7 Daniel French Dr. SW,Washington,DC,District of Columbia,Korean War Memorial,2018/05/15 04:00:00+00,Morning,2018/05/16 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,29,4,0,2018/06/11 18:53:00+00
1617,Gravid Trap,Hay or grass infusion,2D,38.887646,-77.047678,7 Daniel French Dr. SW,Washington,DC,District of Columbia,Korean War Memorial,2018/07/24 04:00:00+00,Morning,2018/07/25 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,15,18,0,2018/08/31 13:50:00+00
1618,Gravid Trap,Hay or grass infusion,2D,38.887646,-77.047678,7 Daniel French Dr. SW,Washington,DC,District of Columbia,Korean War Memorial,2018/09/04 04:00:00+00,Morning,2018/09/05 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,2,3,0,2018/10/05 13:39:00+00
1619,ABC Trap,CO2 with light,7B,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2017/08/16 04:00:00+00,Morning,2017/08/17 04:00:00+00,Afternoon,Culex,sp.,Adult,No,No,No,6,0,0,2017/09/26 16:43:00+00
1620,Gravid Trap,Hay or grass infusion,7B,38.884385,-76.931953,4650 Benning Rd.SE,Washington,DC,District of Columbia,School,2018/06/12 04:00:00+00,Afternoon,2018/06/13 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,3,0,0,2018/06/25 20:49:00+00
1621,Gravid Trap,Hay or grass infusion,7C,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2016/05/31 04:00:00+00,Afternoon,2016/06/02 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,9,0,0,2017/12/05 15:17:00+00
1622,Gravid Trap,Hay or grass infusion,7C,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2016/07/05 04:00:00+00,Afternoon,2016/07/07 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,14,0,0,2017/12/06 16:15:00+00
1623,Gravid Trap,Hay or grass infusion,7B,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2018/07/17 04:00:00+00,Afternoon,2018/07/18 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,15,6,0,2018/08/24 18:53:00+00
1624,BGS Trap,Lure,7B,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2018/07/10 04:00:00+00,Morning,2018/07/11 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,6,0,0,2018/08/24 17:43:00+00
1625,Gravid Trap,Lure and grass infusion,7B,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2017/07/26 04:00:00+00,Morning,2017/07/27 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,6,2,0,2017/09/21 22:16:00+00
1626,Gravid Trap,Hay or grass infusion,7C,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2016/08/02 04:00:00+00,Afternoon,2016/08/04 04:00:00+00,Afternoon,Aedes,j. japonicus,Adult,No,No,No,2,0,0,2017/12/07 22:11:00+00
1627,ABC Trap,CO2 with light,7B,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2017/06/21 04:00:00+00,Morning,2017/06/22 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,3,1,0,2017/09/19 19:28:00+00
1628,ABC Trap,CO2 with light,7B,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2017/09/27 04:00:00+00,Morning,2017/09/28 04:00:00+00,Afternoon,Aedes,aegypti,Adult,No,No,No,2,0,0,2017/10/24 14:02:00+00
1629,ABC Trap,CO2 with light,7B,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2017/08/02 04:00:00+00,Morning,2017/08/03 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,7,2,0,2017/09/25 22:19:00+00
1630,BGS Trap,Lure,7B,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2018/09/18 04:00:00+00,Afternoon,2018/09/19 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,4,0,0,2018/10/05 17:02:00+00
1631,BGS Trap,Lure,7B,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2018/07/24 04:00:00+00,Afternoon,2018/07/25 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,3,0,0,2018/08/31 14:16:00+00
1632,BGS Trap,Lure,7B,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2018/10/02 04:00:00+00,Afternoon,2018/10/03 04:00:00+00,Afternoon,Aedes,sp.,Adult,No,No,No,5,2,0,2018/10/05 19:06:00+00
1633,Gravid Trap,Hay or grass infusion,7C,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2016/06/14 04:00:00+00,Afternoon,2016/06/16 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,25,3,0,2017/12/05 18:39:00+00
1634,BGS Trap,Lure,7B,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2018/07/02 04:00:00+00,Afternoon,2018/07/03 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,7,7,0,2018/07/09 20:39:00+00
1635,Gravid Trap,Lure and grass infusion,7B,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2017/08/09 04:00:00+00,Morning,2017/08/10 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,5,0,0,2017/09/26 14:14:00+00
1636,Gravid Trap,Hay or grass infusion,7C,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2016/09/20 04:00:00+00,Afternoon,2016/09/22 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,7,2,0,2017/12/11 22:38:00+00
1637,Gravid Trap,Hay or grass infusion,7B,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2018/06/19 04:00:00+00,Afternoon,2018/06/20 04:00:00+00,Afternoon,Culex,sp.,Adult,No,No,No,3,4,0,2018/06/25 21:35:00+00
1638,Gravid Trap,Hay or grass infusion,7B,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2018/06/26 04:00:00+00,Afternoon,2018/06/27 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,5,0,0,2018/07/09 17:58:00+00
1639,BGS Trap,Lure,7B,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2018/06/19 04:00:00+00,Afternoon,2018/06/20 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,12,6,0,2018/06/25 21:36:00+00
1640,ABC Trap,CO2 with light,7B,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2017/09/20 04:00:00+00,Morning,2017/09/21 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,3,0,0,2017/09/25 21:15:00+00
1641,Gravid Trap,Hay or grass infusion,7C,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2016/06/21 04:00:00+00,Afternoon,2016/06/23 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,21,1,0,2017/12/05 20:16:00+00
1642,Gravid Trap,Hay or grass infusion,7C,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2016/07/12 04:00:00+00,Afternoon,2016/07/14 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,14,0,0,2017/12/06 18:21:00+00
1643,ABC Trap,CO2 with light,7B,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2017/05/24 04:00:00+00,Morning,2017/05/25 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,3,0,0,2017/09/12 18:41:00+00
1644,Gravid Trap,Hay or grass infusion,7C,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2016/07/19 04:00:00+00,Afternoon,2016/07/21 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,5,0,0,2017/12/07 17:05:00+00
1645,Gravid Trap,Hay or grass infusion,7C,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2016/08/02 04:00:00+00,Afternoon,2016/08/04 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,16,0,0,2017/12/07 22:12:00+00
1646,Gravid Trap,Hay or grass infusion,7C,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2016/06/28 04:00:00+00,Afternoon,2016/06/30 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,25,3,0,2017/12/05 22:18:00+00
1647,ABC Trap,CO2 with light,7B,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2017/08/23 04:00:00+00,Morning,2017/08/24 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,4,0,0,2017/09/11 20:18:00+00
1648,BGS Trap,Lure,7B,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2018/07/31 04:00:00+00,Afternoon,2018/08/01 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,5,2,0,2018/08/31 15:06:00+00
1649,ABC Trap,CO2 with light,7B,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2017/09/27 04:00:00+00,Morning,2017/09/28 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,3,2,0,2017/10/24 14:03:00+00
1650,Gravid Trap,Lure and grass infusion,7B,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2017/08/16 04:00:00+00,Morning,2017/08/17 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,7,1,0,2017/09/26 16:41:00+00
1651,Gravid Trap,Hay or grass infusion,7B,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2018/09/11 04:00:00+00,Afternoon,2018/09/12 04:00:00+00,Afternoon,Culex,restuans,Adult,No,No,No,2,0,0,2018/10/05 15:57:00+00
1652,ABC Trap,CO2 with light,7B,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2017/09/13 04:00:00+00,Morning,2017/09/14 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,3,0,0,2017/09/18 21:14:00+00
1653,ABC Trap,CO2 with light,7B,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2017/09/27 04:00:00+00,Morning,2017/09/28 04:00:00+00,Afternoon,Aedes,sp.,Adult,No,No,No,10,0,0,2017/10/24 14:04:00+00
1654,Gravid Trap,Hay or grass infusion,7C,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2016/06/28 04:00:00+00,Afternoon,2016/06/30 04:00:00+00,Afternoon,Aedes,aegypti,Adult,No,No,No,2,0,0,2017/12/05 22:19:00+00
1655,Gravid Trap,Hay or grass infusion,7C,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2016/08/09 04:00:00+00,Afternoon,2016/08/11 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,3,0,0,2017/12/08 17:47:00+00
1656,Gravid Trap,Lure and grass infusion,7B,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2017/08/30 04:00:00+00,Morning,2017/08/31 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,10,10,0,2017/09/11 21:31:00+00
1657,Gravid Trap,Hay or grass infusion,7B,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2018/09/11 04:00:00+00,Afternoon,2018/09/12 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,5,0,0,2018/10/05 15:58:00+00
1658,Gravid Trap,Hay or grass infusion,7C,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2016/08/09 04:00:00+00,Afternoon,2016/08/11 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,2,0,0,2017/12/08 17:48:00+00
1659,BGS Trap,Lure,7B,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2018/06/26 04:00:00+00,Afternoon,2018/06/27 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,7,3,0,2018/07/09 17:59:00+00
1660,Gravid Trap,Hay or grass infusion,7B,38.884385,-76.931953,4650 Benning Rd. SE,Washington,DC,District of Columbia,School,2018/07/31 04:00:00+00,Afternoon,2018/08/01 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,2,0,0,2018/08/31 15:05:00+00
